fig_num,name,num_parts
fig-004688,"Man - Red/White Striped Shirt, Red Arms, Blue Legs, Black Hat",4
fig-004689,"Woman - Red Torso, Black Legs",4
fig-004690,"Man - Red/White Striped Shirt, Red Arms, White Legs, Red Hat",4
fig-004691,"Man - Blue Torso, Light Grey Legs",4
fig-004692,"Racer - White Torso with Red/Blue Stripes, White Legs, White Helmet",5
fig-004693,"Man - White Torso, Blue Overall, Green Cap",4
fig-004694,Woman - Blue Jogging Suit,4
fig-004695,"Man - White Torso, Black Legs, Blue Cap",4
fig-004696,LEGOLAND White,4
fig-004697,LEGOLAND Red,4
fig-004698,"Man - Red Torso, Light Grey Legs",4
fig-004699,"Woman - Red/White Striped Shirt, White Arms, Black Legs",4
fig-004700,"Woman - Red/White Striped Shirt, White Arms, Red Legs",4
fig-004701,"Trolls - Poppy with Cupcake, Flower",7
fig-004702,"Trolls - Poppy with Cupcake, Swirl",7
fig-004703,Trolls - Poppy,5
fig-004704,Trolls - Cooper,4
fig-004705,Trolls - Poppy with Hairbrush,7
fig-004706,Trolls - Hickory,6
fig-004707,Trolls - Branch with Yellow Sunglasses,5
fig-004708,Trolls - Poppy with Medium Azure Flower,6
fig-004709,Trolls - Biggie & Mr. Dinkels,13
fig-004710,Trolls - Branch with Medium Azure Sunglasses,5
fig-004711,Soldier (Bluecoat) - Admiral,5
fig-004712,"Soldier (Bluecoat) - Sergeant, Stubble",5
fig-004713,"Soldier (Bluecoat) - Sweating, Hat",6
fig-004714,"Soldier (Bluecoat) - Sergeant, Brown Goatee",5
fig-004715,Soldier (Bluecoat) - Smile,6
fig-004716,Soldier (Bluecoat) - Lopsided Smile,6
fig-004717,Soldier (Bluecoat) - Grin,6
fig-004718,Soldier (Bluecoat) - Governor,6
fig-004719,Soldier (Bluecoat) - Reddish Brown Hair,4
fig-004720,Soldier (Bluecoat) - Black Hair,4
fig-004721,Soldier (Bluecoat) - Tan Hair,4
fig-004722,"Soldier (Bluecoat) - Admiral, Chess King",4
fig-004723,Soldier (Imperial Armada) - Green,5
fig-004724,"Soldier (Imperial Armada) - Red, Captain",6
fig-004725,"Soldier (Imperial Armada) - Green, Captain",6
fig-004726,"Soldier (Imperial Armada) - Red, Backpack",5
fig-004727,Trolls - Poppy with Yellow Flower,5
fig-004728,Troll - Cooper with Yellow Flower,4
fig-004729,Trolls - Branch,4
fig-004730,Trolls - Guy Diamond,5
fig-004731,Trolls - Tiny Diamond,1
fig-004732,Trolls - Mermaid,6
fig-004733,Trolls - Poppy with Dark Blue Shirt,5
fig-004734,Trolls - Barb,4
fig-004735,Trolls - Branch with Sad Face,4
fig-004736,"Blacktron II - Jetpack, 3626b Head, No Plate 1 x 1 Round",6
fig-004737,C-3PO in Santa Jacket and White Beard,4
fig-004738,"Assassin Droid, Dark Bluish Gray",8
fig-004739,"Worker - Orange Safety Vest, Blue Legs, Red Helmet, Glasses",4
fig-004740,"Worker - Orange Safety Vest, Blue Legs, Red Helmet, Silver Glasses",4
fig-004741,"Train Machinist - White Torso, Blue Overall, Blue Hat",5
fig-004742,"Worker - Medium Blue Torso, Blue Overall, Glasses",4
fig-004743,"Forklift Driver - Orange Vest, Dark Blue Legs, Red Helmet",4
fig-004744,"Bandit - Black Jacket, Dark Bluish Grey Legs, Black Cap",4
fig-004745,"Security Officer - Bullet-Proof Vest, Dark Green Legs, Cap",4
fig-004746,"Train Driver - Orange Vest, Olive Green Legs, Red Cap",4
fig-004747,"Train Driver - Orange Vest, Olive Green Legs, Red Helmet, Female",4
fig-004748,"Train Worker - Orange Vest, Dark Blue Legs, Light Yellow Hair, Female",4
fig-004749,"Train Machinist - White Torso, Blue Striped Overall, Blue Hat",5
fig-004750,"Train Worker - Orange Safety Vest, Orange Legs, Red Helmet",4
fig-004751,"Train Worker - Orange Safety Vest, Orange Legs, Red Helmet",4
fig-004752,"Train Worker - Orange Safety Vest, Orange Legs, Red Helmet, red Hair",4
fig-004753,"Black Jacket, White Arms. Bue Legs",4
fig-004754,"Dark Blue Jacket, Blue Legs, Red Cap",4
fig-004755,"Conductor - Dark Blue Jacket, Black Legs, Black Hat",4
fig-004756,Soldier (Imperial Guard) - Admiral,5
fig-004757,Soldier (Imperial Guard) - Blue Epaulettes,6
fig-004758,"Soldier (Imperial Guard) - Admiral, Plume",6
fig-004759,Soldier (Imperial Soldier) - Backpack,6
fig-004760,"Soldier (Imperial Soldier) - Governor, Red Plume",6
fig-004761,Soldier (Imperial Soldier) - Yellow Epaulettes,5
fig-004762,"Soldier (Imperial Soldier) - Backpack, Newer Head",6
fig-004763,"Soldier (Imperial Soldier) - Governor, Yellow Plume",6
fig-004764,Soldier (Imperial Soldier) - Red Epaulettes,5
fig-004765,Soldier (Imperial Soldier) - Reissue,5
fig-004767,"Snowtrooper with Light Bluish Gray Hips, with Neck Bracket and Printed 1 x 1 Tile, with Plate with Clip Light",7
fig-004768,"Conductor - Dark Blue Jacket, Light Bluish Grey Legs, Dark Red Hat",4
fig-004769,"Woman - White Shirt with Stars, White Legs",4
fig-004770,"Man - Hawaiian Shirt, Dark Blue Legs",4
fig-004771,"Worker - Orange Safety Vest, Blue Legs, Red Helmet",4
fig-004772,"Worker - Orange Safety Vest, Blue Legs, Red Helmet, Brown Beard",4
fig-004773,"Worker - Orange Safety Vest, Blue Legs, Red Helmet, Grin",4
fig-004774,"Conductor - Dark Blue Jacket, Sand Blue Legs, Dark Red Hat",4
fig-004775,"Worker - Medium Blue Torso, Blue Overall, Red Helmet",4
fig-004776,"Man - Red Jacket, Black Legs",4
fig-004777,"Man - Tan Shirt, Blue Legs, Blue Cap",4
fig-004778,"Man - Black Suit, Grin",4
fig-004779,"Worker - Orange Safety Vest, Blue Legs, Red Helmet, Black Moustache",4
fig-004780,"Train Machinist - White Torso, Blue Overall, Blue Hat, Red Scarf",5
fig-004781,"Man - Dark Blue Jacket, Black Legs, Glasses",4
fig-004782,"Man - Red Jacket, Black Legs, Black Cap, Green Backpack",5
fig-004783,"Conductor - Dark Blue Jacket, Dark Blue Legs, Dark Red Hat, Glasses",4
fig-004784,"Woman - Medium Blue Jacket, White Legs",4
fig-004785,"Man - Black Suit, Sunglasses",4
fig-004786,"Kid - White Torso, Green Legs, Green Cap",4
fig-004787,"Woman - White Torso, Yellow Necklace, Red Legs",4
fig-004788,"Man - Black Jacket, Light Gray Legs",4
fig-004789,"Train Worker - Red Vest, Blue Legs, White Helmet, Moustache",4
fig-004790,"Train Worker - Red Vest, Blue Legs, White Helmet, Sungalsses",4
fig-004791,"Woman - White Torso with Horse, White Legs",4
fig-004792,"Man - Brown Jacket, Black Legs, Red Cap",4
fig-004793,"Octan - Green Torso, Green Legs",4
fig-004794,"Police - Sheriff, Black Suit",4
fig-004795,"Woman - White Torso/Shirt, Blue Legs",4
fig-004796,"Conductor - Blue Jacket, Blue Legs, Red Hat",4
fig-004797,"Man - Green Jacket, Black Legs, White Cap",4
fig-004798,"Conductor - Yellow Jacket, Dark gray Legs, Black Hat",4
fig-004799,"Train Worker - Red Vest, Dark gray Legs, White Helmet, Moustache",4
fig-004800,"Man - White Jacket, Blue Arms, Blue Legs",4
fig-004801,"Woman - Red/White Striped Shirt, Red Arms, White Legs",4
fig-004802,"Woman - White Torso, Red Necklace, Red Legs",4
fig-004803,"Man - White Torso with Palmtree, Blue Legs, Blue Cap",4
fig-004804,"Man - Black Shirt, Yellow Legs, Red Cap",4
fig-004805,"Man - With Shirt wit Truck, Blue Legs",4
fig-004806,"Train Worker - Red/White Shirt, Blue Legs, Brown Hair",4
fig-004807,"Train Worker - Red/White Shirt, Blue Legs, Red Cap",4
fig-004808,"Man - Blue Jacket, Green Legs",4
fig-004809,"Train Worker - Red Vest, Dark Gray Legs, White Helmet, Moustache",4
fig-004810,"Train Worker - Red/White Shirt, Blue Legs, Red Helmet",4
fig-004811,"Man - White Torso with Red Brick, Blue Legs, red Cap",4
fig-004812,"Train Employee - Yellow Torso, Yellow Legs, Red hat, Red MAsk, Red Cape",5
fig-004813,"Woman - Medium Blue Torso, Light Bluish Gray Legs",4
fig-004814,"Man - Dark Blue Plaid Torso, Light Bluish Gray Legs",4
fig-004815,"Man - Red Jacket, Red Legs",4
fig-004816,"Man - Tan Shirt, Dark Bluish Gary Legs, Black Cap",4
fig-004817,"Conductor - Dark Blue Jacket, Dark Blue Legs, Dark Red Hat, Glasses, Beard",4
fig-004818,"Man - White Torso, Blue Overall, Black Hair",4
fig-004819,"Conductor - Blue Jacket, Black Legs, Red Hat",4
fig-004820,"Man - Blue/White Striped Torso, Blue Legs, Brown Backpack",5
fig-004821,"Man - Blue/White Striped Torso, Blue LEgs, Brown Hair",4
fig-004822,"Woman - Red/White Striped Shirt, Red Arms, Red Legs, Black Hair",4
fig-004823,"Woman - White Torso, Yellow Necklace, White  Legs",4
fig-004824,"Woman - White Torso, Red Necklace, Red Legs, Black Tails",4
fig-004825,"Train Worker - Blue Jacket, Black Legs, Female",4
fig-004826,"Train Worker - Red/White Shirt, Blue Legs, Red hat",4
fig-004827,"Man - Black Suit, Light Bluish Gray Cowboy Hat",4
fig-004828,"Man - Blue Suit, Blue Legs",4
fig-004829,"Man - White Torso with Blue/Red Stripes, Blue Legs, Red Cap",4
fig-004830,"Chef - White Torso, Light Gray Legs, Standard Head",4
fig-004831,"Woman - Red/White Striped Shirt, Red Arms, Red Legs, Brown Backpack",5
fig-004832,"Train Worker - Blue Jacket, Black Legs, Red Hat",4
fig-004833,"Train Worker - Blue Jacket, Black Legs, Female, Black Hair",4
fig-004834,"Man - Blue Jacket, Black Legs",4
fig-004835,Iron Drone / Devastator with Red Eyes,8
fig-004836,Iron Drone / Devastator,7
fig-004837,Gate Guard / Ryo,4
fig-004838,Ha-Ya-To,4
fig-004839,Devastator with Trans-Neon Green Torso and Red Eyes,8
fig-004840,Devastator with Trans-Medium Blue Torso,7
fig-004841,Devastator with Trans-Red Torso and Red Eyes,8
fig-004842,Devastator with Pearl Light Gray Torso and Red Eyes,8
fig-004843,Devastator with Pearl Light Gray Torso,7
fig-004844,Meca One,7
fig-004845,Keiken,4
fig-004846,Ryo in Silver Armor,4
fig-004847,Hikaru in Silver Armor,4
fig-004848,Takeshi in Silver Armor,4
fig-004849,Ha-Ya-To in Silver Armor,4
fig-004851,Skeleton with Straight Mechanical Arms (3626b Head),6
fig-004852,Hitomi in Gold Armor,4
fig-004854,Devastator with Trans-Red Torso,7
fig-004855,Bane (Dark Knight Trilogy),3
fig-004856,Commissioner James Gordon (Dark Knight Triliogy),4
fig-004857,Batman (Dark Knight Trilogy),5
fig-004858,Dick Grayson with Red Sweater with Dark Red Robins Pattern,4
fig-004859,"Batman, Space Suit",7
fig-004860,"Batman, Reggae Man Outfit",5
fig-004861,"Batman, Firestarter Outfit",5
fig-004863,"The Joker with Bright Light Orange Shirt, Dark Purple Vest and Large Grin with Sharp Teeth",4
fig-004864,Alfred Pennyworth in Batsuit,6
fig-004865,Batgirl in Disco Outfit,7
fig-004866,Batman in Disco Outfit,5
fig-004868,Robin in Disco Outfit,5
fig-004870,The Joker in Disco Outfit,6
fig-004871,Nightwing with Long Cape and Wings,10
fig-004872,Gentleman Ghost,5
fig-004873,Crazy Quilt,5
fig-004874,Harley Quinn in Cannon Ball Suit with Cape and Collar,6
fig-004875,El Dorado,5
fig-004876,Wonder Dog,2
fig-004877,Superman with Large Open Mouth Smile,5
fig-004878,Hawkgirl,8
fig-004879,Green Arrow with Dark Green Hat with Lime Feather,6
fig-004880,Alfred Pennyworth in Chauffeur Batsuit,6
fig-004881,Polka-Dot Man,4
fig-004882,Flying Monkey with Open Mouth,9
fig-004883,Flying Monkey with Closed Mouth,9
fig-004884,Pepper Potts,4
fig-004885,Extremis Soldier,4
fig-004886,Iron Man Mark 42 Armor,5
fig-004887,The Mandarin with Dark Green Cape,6
fig-004889,Tony Stark in Black Shirt with Chest Arc Reactor,4
fig-004890,War Machine,9
fig-004891,Aldrich Killian,4
fig-004892,Iron Man in Mark 42 Armor,5
fig-004893,Beetle,4
fig-004894,Dr. Doom,5
fig-004895, J. Jonah Jameson,4
fig-004896,Nova,4
fig-004897,Venom with Black Tentacles,9
fig-004898,Nick Fury,3
fig-004899,Faora,6
fig-004900,"General Zod with Helmet, Armor, and Cape",6
fig-004901,Superman in Dark Blue Outfit (Man of Steel),5
fig-004902,Tor-An,4
fig-004903,Colonel Hardy,3
fig-004904,"Bank Employee - Gray Vest, Green Legs, Sunglasses",4
fig-004905,"Extreme Team - Black Torso, Green Legs, Female",4
fig-004906,"Man - Brown Jacket, Blue Legs, White Cap",4
fig-004907,"Woman - Blue Jogging Suite, WHite LEgs",4
fig-004908,"Train Employee - Blue Torso, Black Legs, Red Hat",4
fig-004909,"Train Employee - Blue Torso, Red Legs, Red Cap",4
fig-004910,"Train Worker - Red Vest, Dark Gray Legs, Black Hair, Mustache",4
fig-004911,General Zod,4
fig-004912,"Man - White Jacket, Dark Gray Legs",4
fig-004913,Green Goblin with Unprinted Helmet and Neck Bracket,5
fig-004914,Mary Jane with Yellow Skin and Dark Red Outfit,4
fig-004915,Spider-Man with Neck Bracket,4
fig-004916,Peter Parker in Blue Jacket with Two Pockets,4
fig-004917,Policeman with Jacket with Zipper and Sunglasses,4
fig-004918,Pilot,4
fig-004919,Green Goblin with Gold Eyes on Helmet,4
fig-004920,Mary Jane with White Jacket and Pink Shirt,4
fig-004921,Spider-Man with Silver Webbing,3
fig-004922,Taxi Driver,4
fig-004923,Mary Jane with Green Jacket and Light Violet Shirt,4
fig-004924,Scientist with Open Jacket and Black and Brown Striped Tie,4
fig-004925,Peter Parker in Sand Blue Jacket with Blue and Dark Blue Striped Shirt,4
fig-004926,Norman Osborn with Plain Torso,4
fig-004927,Spider-Man in Balaclava,3
fig-004928,Criminal with Sand Green Legs,4
fig-004929,Spider-Man with Dark Blue Arms and Legs,3
fig-004930,Ambulance Driver / Paramedic with Star of Life Badge,4
fig-004931,Harry Osborn in Pinstriped Suit,4
fig-004932,"Man - Brown Jacket, Yellow Legs, Blue Cap",4
fig-004933,"Woman - Blue Jogging Suite, Dark Gray Legs",4
fig-004935,"Train Worker - Red Vest, Black Legs, White Helmet, Sunglasses",4
fig-004936,Dr. Octopus / Doc Ock with Green Glasses and Light Flesh Arms,26
fig-004938,"Train Worker - Red Vest, Black Legs, White Helmet, Mustache",4
fig-004939,Peter Parker in Sand Blue Vest Over Black Jacket with Zipper,4
fig-004940,Mary Jane in Medium Blue Sweater,4
fig-004941,Harry Osborn in Dark Blue Suit,4
fig-004942,"Chef - White Torso, Light Gray Legs, Mustache",4
fig-004943,"Woman - White Torso with Horse, Pink Arms, White Legs",4
fig-004944,Dr. Octopus / Doc Ock with Green Glasses and Sand Green Suit,26
fig-004945,"Woman - Blue Jogging Suite, Blue Legs",4
fig-004946,"Man - Green Jacket, Light Grey Legs, Sunglasses, Brown Backpack",5
fig-004947,Subway Train Conductor,4
fig-004948,J. Jonah Jameson with Black Hair and Black Suit,4
fig-004950,"Police - Sheriff, Black Suit, Brown Hair",4
fig-004953,Dr. Octopus / Doc Ock with Green Glasses and Sand Green Suit with Clenched Teeth,26
fig-004954,"Chef - White Torso, White Legs, Female",4
fig-004955,Aunt May in Dark Tan Outfit,4
fig-004956,"Man - Brown Jacket, Dark Grey Legs",4
fig-004957,"Security Guard with Dark Blue Cap, Gold Badge, and Orange Sunglasses",4
fig-004958,Dr. Octopus / Doc Ock with Green Glasses and Sand Green Suit with Closed Mouth,26
fig-004959,"Train Employee - Yellow Torso, Dark Grey Legs, Red Hat",4
fig-004960,"Man - White Jacket, Blue Arms, Light Gray Legs",4
fig-004961,"Policeman with Zipped Jacket with Gold Badge, and White Helmet with Black Visor",5
fig-004962,"TV Worker - Blue Torso, White Legs, Female",4
fig-004963,Jewel Thief with Blue Backpack,5
fig-004964,Jewel Thief with Black Jacket and Dark Bluish Gray Hat,4
fig-004965,"Man - Red Torso, Blue Legs, Black Hat",4
fig-004966,"LEGOLAND Female White Torso, White Legs",4
fig-004967,"LEGOLAND Female Blue Torso, White Legs",4
fig-004968,"LEGOLAND Red Torso, Blue Legs, Red Hat",4
fig-004969,"Man - Black Torso, Black Legs, Yellow Hat, Yelllow Vest",5
fig-004970,"Man - Blue Jacket, Black Legs, Red Hat",4
fig-004971,"Man - Red Jacket, Red Construction Helmet",4
fig-004972,"Man - Red Jacket, Black Legs. Red Hat",4
fig-004973,"Man - Blue Torso, Blue Legs, Yellow Helmet, Yellow Vest",5
fig-004974,"Man - Black Torso, Blue Legs, Brown Hair",4
fig-004975,"Man - Blue Torso, Blue Legs, Black hat",4
fig-004976,Batman with Light Bluish Gray Suit with Printed Utility Belt,5
fig-004978,The Joker with Plain Dark Purple Legs,4
fig-004979,The Joker's Henchman with Plain Dark Purple Torso,4
fig-004980,Batman in Black Suit with Yellow Batman Logo and Utility Belt,5
fig-004981,Two-Face in Black and White Outfit,4
fig-004982,Two-Face's Henchman with Black and White Torso,4
fig-004983,Killer Croc,3
fig-004984,Catwoman in Black Outfit,4
fig-004985,Mr. Freeze with Plain Blue Torso,5
fig-004986,Batman in Dark Bluish Gray Suit with Printed Utility Belt,5
fig-004987,The Riddler with Black Hair,4
fig-004988,Bane with Black Hands,3
fig-004989,Batman in Light Bluish Gray Suit with Dark Blue Cape and Cowl,5
fig-004990,Scarecrow with Glow in the Dark Head and Black Hat,4
fig-004991,Nightwing with Black Eyemask and Blue Chest Logo and Spiky Hair,4
fig-004992,Arkham Asylum Guard with Orange Sunglasses and Black Cap,4
fig-004993,Arkham Asylum Guard with Light Flesh Head and Black Cap,4
fig-004994,Poison Ivy with Light Flesh Shoulders and Arms and Dark Red Stright Hair,4
fig-004995,The Penguin with Dark Purple Short Legs and Orange Vest,4
fig-004997,Robin with Green Eyemask and Plain Green Legs with Red Hips,5
fig-004998,Mr. Freeze's Henchman with Plain Blue Torso,4
fig-004999,Bruce Wayne in Dark Blue Suit,4
fig-005000,Alfred Pennyworth with Printed Black Hair,3
fig-005002,Harley Quinn in Black and Red Jester Outfit with White Hands,4
fig-005003,Robin with Tidy Hair,5
fig-005004,Armored Truck Driver,4
fig-005005,Dr. Octopus / Doc Ock with Long White Lab Coat,26
fig-005006,Electro with Trans-Medium Blue Head and Arms,3
fig-005007,Robin with Short Black Legs and Green Hands,5
fig-005008,Goon with Joker Make-up,4
fig-005009,Batgirl in Black Outfit with Medium Lavender Cape,5
fig-005011,The Joker with Lime Bow Tie and Wide Brim Dark Purple Hat,4
fig-005012,The Riddler in Green and Dark Green Outfit with Zipper,4
fig-005013,Batman in Dark Bluish Gray Suit and Gold Utility Belt,5
fig-005014,Nightwing with Dark Red Eyes and Dark Red Chest Symbol,4
fig-005015,The Penguin with Printed Fur Collar,4
fig-005016,Batman in Dark Blue Diving Suit with Flippers and Airtank,7
fig-005017,Lois Lane in Light Bluish Gray Vest,4
fig-005018,The Mandarin,5
fig-005019,Iron Man in Heart Breaker Armor,5
fig-005021,The Joker with Green Vest and White Face Make-up (Dark Knight Trilogy),4
fig-005022,Batman in Black Suit with Copper Belt (Dark Knight Trilogy),5
fig-005023,Wolverine with Mask,4
fig-005024,Cyclops,3
fig-005025,Storm,5
fig-005026,Magneto in Dark Purple Outfit with Hair,5
fig-005027,Drax,3
fig-005028,The Sakaaran,4
fig-005029,Gamora in Dark Red Outfit,4
fig-005030,Star-Lord in Dark Red Outfit with Mask,4
fig-005031,Ronan The Accuser,5
fig-005032,Rocket Raccoon in Orange Outfit,4
fig-005033,Nebula,3
fig-005034,Nova Corps Officer,4
fig-005035,Star-Lord in Dark Red Outfit with Open Jacket and Mask,4
fig-005036,Hulk with Black Hair and Dark Purple Pants (Big Fig),7
fig-005037,Falcon in Red and White Outfit,5
fig-005038,MODOK,3
fig-005039,Taskmaster with White Cape and Hood,5
fig-005040,Thor with No Beard,5
fig-005041,Captain America in Blue Suit and Plain Blue Legs,3
fig-005042,Red Skull,3
fig-005043,HYDRA Henchman,3
fig-005044,Power Man,3
fig-005045,Mary Jane with Heart Spider-man Logo on Shirt,4
fig-005046,Green Goblin (Big Fig),7
fig-005047,"Green Lantern, Hal Jordan with White Hands",4
fig-005048,Sinestro,4
fig-005049,Batman in Spacesuit with Wings,9
fig-005050,Darkseid (Big Fig),7
fig-005051,Hawkman,8
fig-005052,Superman,5
fig-005053,Iron Man in Mark 45 Armor,5
fig-005054,Ultron Sentry,3
fig-005055,Ultron Sentry Officer,5
fig-005056,Hawkeye in Black and Dark Red Outfit,4
fig-005057,HYDRA Henchman in Chitauri Armor,4
fig-005058,Thor with Plain Dark Blue Legs,5
fig-005059,Deathstroke,3
fig-005060,Robin with Dark Green Hands and Legs,5
fig-005061,Vision with Infinity Stone on Forehead,4
fig-005062,Black Widow in Black and Dark Azure Outfit,4
fig-005063,Ultron / Ultimate Ultron,5
fig-005064,Iron Man in Mark 43 Armor,5
fig-005065,Ultron Prime,4
fig-005066,Scarlet Witch with Dark Red Jacket over Black Dress,4
fig-005067,Ultron MK1,3
fig-005068,Iron Legion,5
fig-005069,Sandman,4
fig-005070,Rhino,3
fig-005071,Iron Spider,9
fig-005072,Spider-Man with Plain Dual Molded Blue and Red Legs,3
fig-005073,Spider-Man (Miles Morales),3
fig-005074,Carnage with Red Tentacles,9
